year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
2018,Financial pressures,46,42,Is any member of your household currently on a waiting list for subsidized housing?,,Racial identity,Non-racialized,Yes,7500,761100,1,Good,151
2021,Financial pressures,46,28,Is any member of your household currently on a waiting list for subsidized housing?,,Racial identity,Non-racialized,Yes,5500,765000,0.7,Good,152
2021,Financial pressures,46,28,Is any member of your household currently on a waiting list for subsidized housing?,,Overall,Total,Yes,17600,1093500,1.6,Good,153
2018,Financial pressures,46,42,Is any member of your household currently on a waiting list for subsidized housing?,,,Total,Yes,20600,1057400,1.9,Good,154
2018,Financial pressures,46,42,Is any member of your household currently on a waiting list for subsidized housing?,,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,4100,200400,2,Good,155
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,LGBTQ2S+,Neither difficult nor easy,6900,19800,34.8,Good,156
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Very easy,70800,532300,13.3,Good,157
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Easy,122400,532300,23,Good,158
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Difficult,81300,532300,15.3,Good,159
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Neither difficult nor easy,234300,532300,44,Good,160
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Very difficult,22600,532300,4.2,Good,161
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Very easy,95600,549900,17.4,Good,162
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Easy,152100,549900,27.7,Good,163
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Very difficult,23600,549900,4.3,Good,164
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Neither difficult nor easy,209400,549900,38.1,Good,165
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sex,Female,Difficult,69200,549900,12.6,Good,166
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Difficult,52700,388500,13.6,Good,167
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Very difficult,13100,388500,3.4,Good,168
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Easy,94100,388500,24.2,Good,169
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Neither difficult nor easy,164900,388500,42.4,Good,170
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Very easy,63200,388500,16.3,Good,171
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Neither difficult nor easy,151300,402200,37.6,Good,172
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Easy,113300,402200,28.2,Good,173
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Difficult,50000,402200,12.4,Good,174
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Very easy,74300,402200,18.5,Good,175
2021,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Sexual orientation,Heterosexual,Very difficult,13300,402200,3.3,Good,176
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Education,High school diploma or a equivalency certificate,Neither difficult nor easy,91500,187600,48.8,Good,177
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Education,High school diploma or a equivalency certificate,Easy,44300,187600,23.6,Good,178
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Education,High school diploma or a equivalency certificate,Very easy,16200,187600,8.6,Good,179
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Education,High school diploma or a equivalency certificate,Very difficult,7200,187600,3.8,Good,180
2018,Financial pressures,4,4,"In the past 12 months, how difficult or easy was it for your household to meet its financial needs in terms of transportation, housing, food, clothing and other necessary expenses?",,Education,High school diploma or a equivalency certificate,Difficult,27900,187600,14.9,Good,181
